name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Tata Bolt Revotron XM,375000,30000,Petrol,Individual,Manual,First Owner,10
Datsun GO Plus T Option,350000,80000,Petrol,Individual,Manual,First Owner,8
Hyundai i20 Magna 1.4 CRDi (Diesel),310000,92686,Diesel,Dealer,Manual,Second Owner,13
Tata Indica GLS BS IV,90000,300000,Petrol,Individual,Manual,Third Owner,15
Volkswagen Vento Petrol Highline,350000,90000,Petrol,Individual,Manual,Second Owner,14
Hyundai Santro LS zipPlus,100000,60000,Petrol,Individual,Manual,First Owner,22
Mahindra XUV500 AT W6 2WD,1300000,40000,Diesel,Individual,Automatic,First Owner,8
Hyundai EON Era Plus Sports Edition,280000,55000,Petrol,Individual,Manual,First Owner,11
Hyundai EON Magna Plus,360000,6000,Petrol,Individual,Manual,First Owner,7
Maruti Alto LXi,150000,40000,Petrol,Individual,Manual,Second Owner,14
Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000,Petrol,Individual,Automatic,First Owner,8
Ambassador CLASSIC 1500 DSL AC,120000,50000,Diesel,Individual,Manual,Second Owner,20
Fiat Linea T Jet Emotion,215000,90000,Petrol,Individual,Manual,Second Owner,15
Renault Scala Diesel RxL,550000,38500,Diesel,Individual,Manual,First Owner,12
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000,Petrol,Individual,Manual,First Owner,7
Maruti Gypsy King HT BSIV,409999,49359,Petrol,Individual,Manual,Third Owner,24
Maruti 800 AC Uniq,65000,70000,Petrol,Individual,Manual,Second Owner,20
Maruti Wagon R LXI Minor,200000,90000,Petrol,Individual,Manual,Second Owner,17
Maruti Wagon R VXI BS IV,240000,50000,Petrol,Individual,Manual,Second Owner,15
Toyota Innova 2.5 VX 8 STR,800000,108731,Diesel,Individual,Manual,First Owner,13
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000,Diesel,Individual,Manual,First Owner,15
Tata Sumo Gold EX BSIII,500000,60000,Diesel,Individual,Manual,First Owner,9
Mahindra Renault Logan 1.5 DLX Diesel,150000,90000,Diesel,Individual,Manual,Third Owner,18
Toyota Etios GD,500000,140000,Diesel,Individual,Manual,Second Owner,11
Hyundai EON Magna Plus,320000,80000,Petrol,Individual,Manual,First Owner,11
Nissan Micra Diesel XV,300000,90000,Diesel,Individual,Manual,First Owner,12
Maruti Alto 800 LXI,285000,14000,Petrol,Individual,Manual,First Owner,7
Tata Aria Pleasure 4x2,360000,70000,Diesel,Individual,Manual,Second Owner,13
Honda Accord 2.4 MT,450000,55000,Petrol,Individual,Manual,Second Owner,16
Maruti Alto LXi,175000,60000,Petrol,Individual,Manual,Third Owner,14
Chevrolet Cruze LT,350000,74000,Diesel,Individual,Manual,Second Owner,14
Ford Figo Aspire 1.5 TDCi Titanium,530000,45000,Diesel,Dealer,Manual,First Owner,5
Honda City i-DTEC ZX,1025000,38000,Diesel,Dealer,Manual,First Owner,8
Honda BR-V i-DTEC VX MT,950000,24000,Diesel,Dealer,Manual,First Owner,8
Honda WR-V i-VTEC VX,725000,29976,Petrol,Dealer,Manual,First Owner,8
Honda City i VTEC VX,919999,41000,Petrol,Dealer,Manual,First Owner,8
Honda Jazz 1.5 V i DTEC,700000,15000,Diesel,Dealer,Manual,First Owner,7
Honda Jazz 1.5 VX i DTEC,725000,36000,Diesel,Dealer,Manual,First Owner,8
Honda BR-V i-VTEC VX MT,840000,30646,Petrol,Dealer,Manual,First Owner,8
Maruti Wagon R VXI BS IV,365000,23600,Petrol,Dealer,Manual,First Owner,10
Honda City i DTEC SV,665000,71318,Diesel,Dealer,Manual,First Owner,11
Maruti 800 Std,50000,78098,Petrol,Individual,Manual,First Owner,22
Hyundai EON Era Plus,225000,30000,Petrol,Individual,Manual,First Owner,11
Hyundai i10 Era,229999,45000,Petrol,Individual,Manual,Second Owner,13
Hyundai Santro Xing GL,145000,67000,Petrol,Individual,Manual,First Owner,17
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,750000,18054,Petrol,Dealer,Manual,First Owner,8
Honda City i DTEC VX,785000,40000,Diesel,Individual,Manual,First Owner,10
Hyundai i10 Sportz,225000,30000,Petrol,Individual,Manual,First Owner,14
Hyundai Xcent 1.1 CRDi Base,300000,80000,Diesel,Individual,Manual,First Owner,8
Hyundai i20 Asta 1.4 CRDi,680000,20000,Diesel,Individual,Manual,First Owner,9
Mahindra TUV 300 T8,700000,40000,Diesel,Individual,Manual,First Owner,9
Tata Indigo CS eLS BS IV,180000,120000,Diesel,Individual,Manual,First Owner,14
Ford Fiesta 1.4 SXi TDCi ABS,270000,120000,Diesel,Individual,Manual,Second Owner,17
Maruti Swift Dzire VXi,370000,97000,Petrol,Individual,Manual,Second Owner,15
Mahindra Xylo H8 ABS with Airbags,1100000,70000,Diesel,Individual,Manual,First Owner,7
Hyundai Accent CRDi,120000,120000,Diesel,Individual,Manual,Second Owner,21
Skoda Rapid 1.6 TDI PRESTIGE,430000,88000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift ZDi,550000,38406,Diesel,Dealer,Manual,First Owner,11
Hyundai Santro Xing GLS,320000,54350,Petrol,Dealer,Manual,First Owner,11
Maruti Wagon R VXI BS IV,390000,32260,Petrol,Dealer,Manual,First Owner,10
Renault Duster 85PS Diesel RxE,550000,58231,Diesel,Dealer,Manual,First Owner,11
Maruti Swift VXI,370000,59858,Petrol,Dealer,Manual,First Owner,13
Maruti Alto LXi BSIII,190000,73350,Petrol,Dealer,Manual,First Owner,15
Renault Duster 110PS Diesel RxZ,509999,88473,Diesel,Dealer,Manual,First Owner,12
Honda City S,450000,96987,Petrol,Dealer,Manual,First Owner,12
Mercedes-Benz GLS 2016-2020 350d 4MATIC,5500000,77350,Diesel,Dealer,Automatic,First Owner,9
Maruti Swift Dzire VDI,550000,61187,Diesel,Dealer,Manual,First Owner,10
Mahindra Xylo E6,400000,68350,Diesel,Dealer,Manual,First Owner,16
Ford EcoSport 1.5 TDCi Titanium BSIV,585000,81150,Diesel,Dealer,Manual,First Owner,10
Hyundai Grand i10 1.2 Kappa Asta,500000,30000,Petrol,Individual,Manual,First Owner,6
Maruti Ciaz ZXi,800000,30000,Petrol,Individual,Manual,First Owner,10
Maruti Swift Vdi BSIII,265000,120000,Diesel,Individual,Manual,Second Owner,16
Ford Figo Diesel Titanium,175000,180000,Diesel,Individual,Manual,First Owner,13
Fiat Palio 1.2 Sport,125000,50000,Petrol,Individual,Manual,Second Owner,18
Tata Manza Aqua Quadrajet BS IV,165000,80000,Diesel,Individual,Manual,First Owner,15
Mahindra Verito 1.5 D2 BSIII,150000,280000,Diesel,Individual,Manual,First Owner,14
Hyundai Creta 1.6 CRDi SX Option,1025000,90000,Diesel,Individual,Manual,Second Owner,10
Toyota Innova 2.5 VX (Diesel) 8 Seater,1030000,250000,Diesel,Individual,Manual,Second Owner,11
Chevrolet Cruze LT,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,13
Maruti Swift Dzire LDi,250000,110000,Diesel,Individual,Manual,Third Owner,15
Maruti Zen LX,85000,80000,Petrol,Individual,Manual,Second Owner,25
Fiat Punto EVO 1.3 Dynamic,500000,35000,Diesel,Individual,Manual,First Owner,9
Hyundai EON Era Plus,350000,15000,Petrol,Individual,Manual,First Owner,7
Maruti Alto LXi BSIII,190000,52000,Petrol,Individual,Manual,Second Owner,15
Volkswagen Jetta 1.9 TDI Trendline,940000,140000,Diesel,Individual,Manual,First Owner,16
Maruti Swift VXI,475000,60000,Petrol,Individual,Manual,Second Owner,12
Maruti Alto 800 LXI,300000,17000,Petrol,Individual,Manual,First Owner,7
Chevrolet Beat LS,250000,70000,Petrol,Individual,Manual,Third Owner,9
Maruti Zen LX,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,24
Ford Figo Diesel ZXI,290000,125000,Diesel,Individual,Manual,Second Owner,13
Tata Indica GLS BS IV,75000,300000,Petrol,Individual,Manual,Third Owner,15
Mahindra XUV500 W8 2WD,1000000,120000,Diesel,Individual,Manual,Second Owner,10
Hyundai i20 Asta 1.4 CRDi,550000,87000,Diesel,Individual,Manual,First Owner,10
Fiat Punto 1.3 Emotion,285000,75000,Diesel,Individual,Manual,Third Owner,15
Maruti Wagon R VXI BSIII,229999,40000,Petrol,Individual,Manual,Second Owner,13
Ford Ecosport 1.5 DV5 MT Titanium,580000,120000,Diesel,Individual,Manual,First Owner,11
Toyota Corolla H2,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,20
Maruti Ritz VDi,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,13
Maruti Zen LX - BS III,70000,105700,Petrol,Individual,Manual,First Owner,19
Maruti Celerio VXI Optional,430999,14000,Petrol,Dealer,Manual,First Owner,8
Chevrolet Spark 1.0,80000,70000,Petrol,Individual,Manual,First Owner,15
Maruti Alto 800 LXI Optional,335000,28000,Petrol,Dealer,Manual,First Owner,6
Maruti Eeco 7 Seater Standard BSIV,350000,51000,Petrol,Dealer,Manual,First Owner,8
Maruti Alto 800 LXI Opt BSIV,315000,56000,Petrol,Dealer,Manual,First Owner,7
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1100000,35000,Diesel,Individual,Automatic,First Owner,6
Maruti Esteem Lxi - BSIII,80000,24000,Petrol,Individual,Manual,First Owner,20
Maruti Alto K10 VXI Optional,285000,64000,Petrol,Dealer,Manual,Second Owner,11
Tata Indigo TDI,100000,120000,Diesel,Individual,Manual,Third Owner,16
Maruti Alto LXi,225000,37091,Petrol,Individual,Manual,First Owner,14
Volvo XC 90 D5 Inscription BSIV,4500000,80000,Diesel,Individual,Automatic,First Owner,8
Maruti Alto K10 VXI,320000,38900,Petrol,Individual,Manual,Third Owner,7
Hyundai Creta 1.6 CRDi SX Plus,1249000,60000,Diesel,Individual,Manual,Third Owner,9
Maruti Wagon R LXI Minor,120000,110000,Petrol,Individual,Manual,Third Owner,17
Volkswagen Vento Diesel Trendline,200000,100000,Diesel,Individual,Manual,Second Owner,14
Hyundai Creta 1.6 CRDi SX,1151000,85000,Diesel,Individual,Manual,First Owner,9
Tata Indica Vista Quadrajet LS,120000,140000,Diesel,Individual,Manual,First Owner,13
Renault KWID RXT,220000,20000,Petrol,Individual,Manual,First Owner,8
Mahindra TUV 300 T10 Dual Tone,784000,40000,Diesel,Individual,Manual,First Owner,7
Honda Jazz 1.2 S i VTEC,500000,50000,Petrol,Individual,Manual,First Owner,8
Hyundai EON Era Plus,350000,20000,Petrol,Individual,Manual,First Owner,7
Mahindra XUV500 W7 AT BSIV,1400000,50000,Diesel,Individual,Automatic,First Owner,7
Mahindra Thar CRDe AC,600000,100000,Diesel,Individual,Manual,Second Owner,11
Hyundai Grand i10 1.2 Kappa Magna BSIV,525000,9400,Petrol,Individual,Manual,First Owner,6
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,12000,Diesel,Individual,Manual,First Owner,8
Maruti Eeco 5 STR With AC Plus HTR CNG,440000,14100,CNG,Dealer,Manual,First Owner,8
Maruti Celerio ZXI,434999,21000,Petrol,Dealer,Manual,First Owner,9
Hyundai i10 Magna,250000,28000,Petrol,Dealer,Manual,First Owner,14
Maruti Ertiga SHVS ZDI Plus,940000,35000,Diesel,Dealer,Manual,First Owner,8
Hyundai Verna 1.6 CRDi AT SX,1050000,31000,Diesel,Dealer,Automatic,First Owner,8
Maruti Ertiga SHVS ZDI,825000,58000,Diesel,Dealer,Manual,First Owner,9
Maruti Wagon R VXI Minor,229999,25000,Petrol,Individual,Manual,First Owner,13
Hyundai i20 1.2 Asta,375000,72000,Petrol,Dealer,Manual,First Owner,14
Maruti Ertiga ZDI,640000,89000,Diesel,Dealer,Manual,First Owner,12
Toyota Innova 2.5 V Diesel 8-seater,800000,160000,Diesel,Dealer,Manual,First Owner,13
Ford Figo Petrol ZXI,130000,30000,Petrol,Individual,Manual,Third Owner,13
Hyundai i10 Sportz 1.1L,300000,37555,Petrol,Dealer,Manual,First Owner,11
Maruti Wagon R VXI BS IV,440000,14000,Petrol,Dealer,Manual,First Owner,7
Maruti Ertiga VXI CNG,595000,56600,CNG,Dealer,Manual,First Owner,11
Mahindra Scorpio EX,450000,110000,Diesel,Individual,Manual,First Owner,12
Maruti Vitara Brezza VDi Option,690000,50000,Diesel,Individual,Manual,First Owner,8
Maruti Alto 800 VXI,300000,5000,Petrol,Individual,Manual,First Owner,6
Chevrolet Sail 1.2 Base,170000,100000,Petrol,Individual,Manual,Second Owner,11
Toyota Etios Liva GD SP,280000,120000,Diesel,Individual,Manual,First Owner,13
Maruti Swift VXI BSIII,220000,67580,Petrol,Individual,Manual,Second Owner,16
Hyundai Santro Xing GLS,140000,100000,Petrol,Individual,Manual,Third Owner,16
Maruti Esteem Lxi,45000,60000,Petrol,Individual,Manual,First Owner,21
Ford Figo Diesel Titanium,200000,125000,Diesel,Individual,Manual,Second Owner,11
Mahindra Scorpio 2.6 Turbo 7 Str,325000,120000,Diesel,Individual,Manual,Second Owner,17
Hyundai Verna CRDi SX,300000,130000,Diesel,Individual,Manual,Second Owner,15
Maruti 800 AC,120000,250000,Petrol,Individual,Manual,Second Owner,16
Mahindra Verito Vibe 1.5 dCi D6,280000,40000,Diesel,Individual,Manual,First Owner,10
Nissan Sunny XL D,225000,78000,Diesel,Dealer,Manual,First Owner,12
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,10
Hyundai i20 1.2 Magna Executive,535000,38365,Petrol,Dealer,Manual,First Owner,9
Mahindra XUV500 W10 1.99 mHawk,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,9
Maruti Baleno Zeta 1.2,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,8
Honda Brio S MT,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,12
Maruti Swift DDiS VDI,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,10
Honda City i DTEC SV,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,10
Tata Harrier XE,426000,1000,Diesel,Individual,Manual,First Owner,5
Mahindra Bolero Power Plus Plus AC BSIV PS,295000,90000,Diesel,Individual,Manual,Third Owner,10
Mahindra Xylo E4,330000,100000,Diesel,Individual,Manual,Second Owner,14
Maruti Ritz VXI,150000,80000,Petrol,Individual,Manual,First Owner,16
Hyundai Creta 1.6 CRDi SX,927999,90000,Diesel,Individual,Manual,First Owner,9
Maruti Zen LXI,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,22
Hyundai Xcent 1.2 CRDi SX,399000,55000,Diesel,Dealer,Manual,First Owner,10
Maruti Swift VDI Optional,350000,90000,Diesel,Individual,Manual,First Owner,10
Mahindra Scorpio 2.6 CRDe,125000,50000,Diesel,Individual,Manual,Second Owner,19
Hyundai Santro Xing XS,150000,90000,Petrol,Individual,Manual,Second Owner,17
Hyundai EON Era Plus,250000,25000,Petrol,Individual,Manual,First Owner,10
Hyundai Verna 1.6 SX CRDi (O),675000,61000,Diesel,Dealer,Manual,First Owner,11
Maruti S-Cross Alpha DDiS 200 SH,950000,30000,Diesel,Individual,Manual,First Owner,7
Maruti Eeco 5 STR With AC Plus HTR CNG,409999,45000,CNG,Individual,Manual,First Owner,7
Fiat Linea Emotion (Diesel),225000,60000,Diesel,Individual,Manual,First Owner,14
Honda Civic 1.8 V MT,350000,75000,Petrol,Individual,Manual,Second Owner,17
Tata Indica LSI,51111,140000,Petrol,Individual,Manual,Third Owner,20
Chevrolet Sail 1.3 LS,290000,56000,Diesel,Dealer,Manual,First Owner,12
Toyota Camry Hybrid,310000,62000,Electric,Dealer,Automatic,Second Owner,19
Hyundai Verna CRDi SX,212000,58000,Diesel,Dealer,Manual,Second Owner,18
Skoda Octavia Elegance 2.0 TDI AT,900000,49000,Diesel,Dealer,Automatic,Second Owner,12
Chevrolet Beat Diesel LT,221000,56000,Diesel,Dealer,Manual,Second Owner,14
Toyota Innova 2.5 G (Diesel) 7 Seater,675000,73000,Diesel,Dealer,Manual,First Owner,12
Honda Amaze S i-Dtech,421000,69000,Diesel,Dealer,Manual,First Owner,11
Maruti SX4 Zxi BSIII,350000,10000,Petrol,Individual,Manual,First Owner,17
Hyundai Accent Executive CNG,140000,110000,CNG,Individual,Manual,First Owner,15
Skoda Octavia Ambiente 1.9 TDI MT,90000,116000,Diesel,Individual,Manual,Second Owner,23
Honda City Edge Edition Diesel SV,830000,40000,Diesel,Individual,Manual,First Owner,7
Maruti Wagon R LXI Minor,180000,30000,Petrol,Individual,Manual,First Owner,16
Maruti Swift Vdi BSIII,210000,109000,Diesel,Individual,Manual,Second Owner,16
Maruti SX4 S Cross DDiS 320 Zeta,700000,90000,Diesel,Individual,Manual,First Owner,8
Tata Indigo LX,125000,120000,Diesel,Individual,Manual,First Owner,13
Hyundai Verna 1.6 VTVT S,530000,64916,Petrol,Individual,Manual,First Owner,8
Ford Ecosport 1.5 DV5 MT Trend,800000,37161,Diesel,Dealer,Manual,First Owner,7
Maruti Baleno Zeta 1.2,580000,15000,Petrol,Individual,Manual,First Owner,9
Audi Q3 2.0 TDI Quattro Premium Plus,1400000,118000,Diesel,Individual,Automatic,Second Owner,13
Renault KWID 1.0 RXL,300000,50852,Petrol,Individual,Manual,First Owner,7
Renault KWID RXT Optional,300000,30000,Petrol,Individual,Manual,First Owner,9
Maruti Ciaz ZDi SHVS,700000,77000,Diesel,Individual,Manual,First Owner,10
Nissan Sunny XL,250000,70000,Petrol,Individual,Manual,Third Owner,13
Chevrolet Tavera Neo 3 9 Str BSIII,500000,120000,Diesel,Individual,Manual,First Owner,9
Honda Accord 2.4 AT,428000,40000,Petrol,Individual,Automatic,Third Owner,16
Tata Harrier XZ BSIV,1400000,33000,Diesel,Individual,Manual,First Owner,6
Hyundai EON Era Plus,219000,53500,Petrol,Individual,Manual,Third Owner,12
Maruti Ertiga SHVS LDI,500000,40000,Diesel,Individual,Manual,First Owner,8
Honda City 1.5 S MT,409999,60000,Petrol,Individual,Manual,First Owner,15
Tata Tigor 1.2 Revotron XZ Option,570000,5000,Petrol,Individual,Manual,First Owner,7
Maruti SX4 Zxi BSIII,160000,80000,Petrol,Individual,Manual,Third Owner,18
Maruti Ciaz ZDi Plus SHVS,749000,51500,Diesel,Individual,Manual,Second Owner,8
Maruti Swift Dzire VDi,300000,120000,Diesel,Individual,Manual,Third Owner,15
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,550000,79800,Diesel,Dealer,Manual,First Owner,11
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,550000,97000,Diesel,Dealer,Manual,Second Owner,10
Ford Ecosport 1.5 Diesel Titanium Plus,1250000,6590,Diesel,Dealer,Manual,First Owner,6
Ford Figo Aspire 1.5 TDCi Titanium,700000,49957,Diesel,Dealer,Manual,First Owner,8
Ford Figo 1.5 Sports Edition MT,600000,43235,Diesel,Dealer,Manual,First Owner,8
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,925000,50699,Diesel,Dealer,Manual,First Owner,7
Ford Endeavour 3.2 Titanium AT 4X4,1800000,126000,Diesel,Dealer,Automatic,First Owner,9
Ford Figo Aspire 1.5 TDCi Titanium Plus,459999,140730,Diesel,Dealer,Manual,Second Owner,10
Hyundai i20 Active 1.2 SX,565000,46000,Petrol,Individual,Manual,First Owner,10
Hyundai EON Era Plus,170000,80000,Petrol,Individual,Manual,Third Owner,12
Toyota Qualis FS B3,150000,256000,Diesel,Dealer,Manual,First Owner,24
Mahindra Scorpio VLX 2WD BSIII,295000,120000,Diesel,Individual,Manual,First Owner,17
Hyundai i20 Active 1.4 SX,819999,40000,Diesel,Individual,Manual,First Owner,7
Hyundai Elite i20 Diesel Asta Option,819999,40000,Diesel,Individual,Manual,First Owner,6
Maruti Ritz VXi,320000,40000,Petrol,Individual,Manual,First Owner,10
Ford Ecosport 1.5 DV5 MT Titanium,550000,135000,Diesel,Individual,Manual,Second Owner,10
Mahindra Bolero 2011-2019 SLX,550000,50000,Diesel,Individual,Manual,First Owner,10
Volkswagen Ameo 1.5 TDI Comfortline,590000,98000,Diesel,Individual,Manual,First Owner,8
Honda City i DTec V,950000,50000,Diesel,Individual,Manual,First Owner,8
Honda City i-DTEC VX,1000000,30000,Diesel,Individual,Manual,First Owner,8
Nissan Terrano XE 85 PS,500000,120000,Diesel,Individual,Manual,First Owner,12
Fiat Punto EVO 1.3 Emotion,450000,70000,Diesel,Individual,Manual,First Owner,8
Maruti Swift Dzire VDI Optional,720000,35000,Diesel,Individual,Manual,First Owner,8
Maruti Celerio VDi,390000,70000,Diesel,Individual,Manual,Second Owner,10
Mahindra Thar 4X2,500000,35000,Diesel,Individual,Manual,First Owner,11
Toyota Fortuner 2.7 2WD AT,2500000,70000,Petrol,Individual,Automatic,Second Owner,9
Hyundai i20 1.4 Asta Option,780000,50000,Diesel,Individual,Manual,First Owner,8
Maruti Swift Dzire ZDI,484999,90000,Diesel,Individual,Manual,Second Owner,10
Volkswagen Vento Diesel Highline,420000,90000,Diesel,Individual,Manual,Second Owner,13
Mahindra XUV500 W10 AWD,1225000,70000,Diesel,Individual,Manual,First Owner,10
Tata Indica Vista TDI LX,350000,50000,Diesel,Individual,Manual,Second Owner,10
Mahindra Verito 1.5 D4 BSIV,350000,120000,Diesel,Individual,Manual,Third Owner,10
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,800000,230000,Diesel,Individual,Manual,First Owner,14
Hyundai Santro Xing XG AT,125000,70000,Petrol,Individual,Automatic,Second Owner,21
Tata Indica V2 DLS BSII,75000,100000,Diesel,Individual,Manual,Third Owner,15
Mahindra KUV 100 G80 K4 Plus,509999,15000,Petrol,Individual,Manual,First Owner,7
Tata Indigo Classic Dicor,215000,80000,Diesel,Individual,Manual,Third Owner,11
Maruti Swift Dzire VDI,480000,101000,Diesel,Dealer,Manual,First Owner,11
Maruti Swift VDI,630000,55000,Diesel,Dealer,Manual,First Owner,9
Honda City 1.5 GXI,190000,115000,Petrol,Dealer,Manual,Second Owner,18
Maruti Swift VDI,500000,100000,Diesel,Dealer,Manual,First Owner,10
